,hscode,volume,eight_bits
0,10059010000,63,10059010
1,10059010000,40,10059010
2,10059010000,20,10059010
3,10063040001,525,10063040
4,10063040001,130,10063040
5,10063040001,1720,10063040
6,10063040001,6080,10063040
7,10063040001,1425,10063040
8,10063030003,100,10063030
9,10063040001,1325,10063040
10,10063099012,10400,10063099
11,10063099012,10400,10063099
12,10063040001,1000,10063040
13,10063040001,500,10063040
14,10063030003,400,10063030
15,10063040001,24000,10063040
16,10063040001,4500,10063040
17,10063040001,22280,10063040
18,10063040001,22000,10063040
19,10063040001,440,10063040
20,10063040001,900,10063040
21,10063040001,2520,10063040
22,10063099012,1500,10063099
23,10063040001,750,10063040
24,10063040001,100,10063040
25,10063040001,414,10063040
26,10062010001,100,10062010
27,10063099001,880,10063099
28,10063099001,1774,10063099
29,10063099001,440,10063099
30,10063040001,2600,10063040
31,10063040001,2600,10063040
32,10063040001,2600,10063040
33,10063040001,2600,10063040
34,10063040001,2600,10063040
35,10063040001,2600,10063040
36,10063040001,62469,10063040
37,10063040001,925,10063040
38,10063040001,842,10063040
39,10063040001,9590,10063040
40,10062010001,2495,10062010
41,10063040001,9590,10063040
42,10063099001,580,10063099
43,10063099001,880,10063099
44,10063099001,340,10063099
45,10063099001,17052,10063099
46,10062090001,1498,10062090
47,10063040001,2934,10063040
48,10063040001,482,10063040
49,10063040001,2934,10063040
50,10063040001,985,10063040
51,10063040001,4540,10063040
52,10063040001,953,10063040
53,10063040001,2179,10063040
54,10063030003,953,10063030
55,10063030003,1907,10063030
56,10062010001,735,10062010
57,10062090613,735,10062090
58,10064090005,3462,10064090
59,10064090005,1907,10064090
60,10062090619,735,10062090
61,10062090607,735,10062090
62,10063099001,12600,10063099
63,10063099001,11700,10063099
64,10063040001,140,10063040
65,10063040001,80,10063040
66,10063040001,70,10063040
67,10063040001,2,10063040
68,10063040001,6,10063040
69,10063040004,40,10063040
70,10063040004,2,10063040
71,10063040500,2,10063040
72,10062010500,2,10062010
73,10064090005,30,10064090
74,10064090005,2,10064090
75,10064090005,2,10064090
76,10063099010,20,10063099
77,10063099010,2,10063099
78,10063099010,2,10063099
79,10063099012,30,10063099
80,10063099012,2,10063099
81,10063091002,10,10063091
82,10063091002,2,10063091
83,10063091002,1,10063091
84,10063099003,50,10063099
85,10063099003,2,10063099
86,10063099003,2,10063099
87,10063030003,20,10063030
88,10063030003,2,10063030
89,10063030003,2,10063030
90,10062090611,2,10062090
91,10062090617,2,10062090
92,10063040001,44000,10063040
93,10063099012,2080,10063099
94,10063099012,2080,10063099
95,10063040001,79520,10063040
96,10063040001,4090,10063040
97,10063040500,856,10063040
98,10062010500,600,10062010
99,10063040001,1580,10063040
100,10063040001,2350,10063040
101,10063040001,2192,10063040
102,10063040001,3450,10063040
103,10063040001,4900,10063040
104,10063040001,1744,10063040
105,10063040001,925,10063040
106,10063040001,11750,10063040
107,10063099001,5000,10063099
108,10062090613,600,10062090
109,10064090501,3,10064090
110,10063040001,10,10063040
111,10063040001,4278,10063040
112,10063040001,1560,10063040
113,10063040001,7200,10063040
114,10063040001,1840,10063040
115,10063040001,1840,10063040
116,10063040001,920,10063040
117,10063040001,1840,10063040
118,10063040001,3240,10063040
119,10063099001,360,10063099
120,10062090600,1,10062090
121,10063040001,1400,10063040
122,10063040001,800,10063040
123,10063040001,700,10063040
124,10063040001,400,10063040
125,10063040001,600,10063040
126,10063040001,600,10063040
127,10063030003,450,10063030
128,10063030003,300,10063030
129,10063030003,300,10063030
130,10063040001,120,10063040
131,10063040001,500,10063040
132,10063040001,1400,10063040
133,10063040001,17110,10063040
134,10063099001,34359,10063099
135,10063040001,17110,10063040
136,10063099001,17670,10063099
137,10063099001,880,10063099
138,10064090005,500,10064090
139,10063040001,1750,10063040
140,10063040001,1750,10063040
141,10063030003,300,10063030
142,10062090618,60,10062090
143,10063099001,870,10063099
144,10063040001,1750,10063040
145,10063099001,53009,10063099
146,10063099012,960,10063099
147,10063040001,9700,10063040
148,10063040001,5799,10063040
149,10063040001,1000,10063040
150,10063040001,340,10063040
151,10063099001,340,10063099
152,10063030003,320,10063030
153,10063099005,3225,10063099
154,10063040001,20000,10063040
155,10063040001,4000,10063040
156,10063040001,40,10063040
157,10063040001,20,10063040
158,10063030003,1056,10063030
159,10063030003,343,10063030
160,10062090010,10300,10062090
161,10062090001,34219,10062090
162,10063099001,17670,10063099
163,10063099001,14149,10063099
164,10063099012,17208,10063099
165,10063040001,350,10063040
166,10063040001,1500,10063040
167,10063040001,448,10063040
168,10063030003,240,10063030
169,10063030003,150,10063030
170,10064090005,150,10064090
171,10063040001,1100,10063040
172,10063099001,28298,10063099
173,10063040001,20880,10063040
174,10063099010,11,10063099
175,10063099010,2,10063099
176,10063099010,1,10063099
177,10064090005,20,10064090
178,10064090005,4,10064090
179,10063099012,17,10063099
180,10063099012,2,10063099
181,10063040001,47,10063040
182,10063040001,4,10063040
183,10063040001,5,10063040
184,10063040001,10,10063040
185,10063040001,4,10063040
186,10063040001,3,10063040
187,10063091001,27,10063091
188,10063091001,8,10063091
189,10063091001,1,10063091
190,10063091003,12,10063091
191,10063091003,4,10063091
192,10063099013,2,10063099
193,10063099013,2,10063099
194,10063099018,4,10063099
195,10063099018,2,10063099
196,10063030003,1,10063030
197,10063030003,1,10063030
198,10063030003,6,10063030
199,10063030003,4,10063030
200,10063099014,2,10063099
201,10063099014,2,10063099
202,10063040001,1500,10063040
203,10063040001,2600,10063040
204,10063040001,2600,10063040
205,10063040001,2600,10063040
206,10063040001,2600,10063040
207,10063040001,2600,10063040
208,10063040001,2600,10063040
209,10063040001,2600,10063040
210,10063040001,2600,10063040
211,10063040001,2600,10063040
212,10063040001,1000,10063040
213,10063040001,2000,10063040
214,10063040001,600,10063040
215,10063040001,80,10063040
216,10062090001,200,10062090
217,10062090612,150,10062090
218,10063030003,250,10063030
219,10063099003,940,10063099
220,10063099003,940,10063099
221,10063099003,940,10063099
222,10063099003,80,10063099
223,10063099003,1245,10063099
224,10063099003,80,10063099
225,10063099003,150,10063099
226,10064090012,250,10064090
227,10064090012,30,10064090
228,10064090012,50,10064090
229,10063099003,940,10063099
230,10063099003,940,10063099
231,10063040001,2600,10063040
232,10063040001,2600,10063040
233,10063040001,2600,10063040
234,10063040001,2600,10063040
235,10063040001,2600,10063040
236,10063040001,2600,10063040
237,10063040001,2600,10063040
238,10063040001,2600,10063040
239,10063040001,2600,10063040
240,10063040001,2600,10063040
241,10063040001,2600,10063040
242,10063040001,2600,10063040
243,10063040001,2600,10063040
244,10063040001,2600,10063040
245,10063040001,2600,10063040
246,10063099001,1760,10063099
247,10063040001,880,10063040
248,10064090005,4160,10064090
249,10063099012,10400,10063099
250,10063040001,1060,10063040
251,10063099600,3582,10063099
252,10063091001,12800,10063091
253,10063099012,22222,10063099
254,10063099012,150000,10063099
255,10063091001,1950,10063091
256,10063040001,22700,10063040
257,10063040001,22700,10063040
258,10063040001,87500,10063040
259,10063030003,3632,10063030
260,10063030003,4800,10063030
261,10063030003,3272,10063030
262,10063040001,11272,10063040
263,10063040001,24000,10063040
264,10062090613,648,10062090
265,10062090607,1296,10062090
266,10062010001,648,10062010
267,10063040001,8400,10063040
268,10063040001,11272,10063040
269,10063099001,20866,10063099
270,10063040001,60000,10063040
271,10063040001,2870,10063040
272,10063040001,300,10063040
273,10063040001,1124,10063040
274,10063099001,1880,10063099
275,10063040001,19150,10063040
276,10063040001,19150,10063040
277,10064090004,26000,10064090
278,10063099014,40,10063099
279,10063099010,460,10063099
280,10063099014,40,10063099
281,10063099001,925,10063099
282,10063030003,23500,10063030
283,10063040001,25000,10063040
284,10063040001,48000,10063040
285,10063099010,400,10063099
286,10063040001,600,10063040
287,10063040001,3000,10063040
288,10063040001,1000,10063040
289,10063040001,2000,10063040
290,10063040001,40,10063040
291,10063040001,500,10063040
292,10063040001,500,10063040
293,10063040001,350,10063040
294,10063040001,2640,10063040
295,10063040001,38136,10063040
296,10063040001,4408,10063040
297,10063030003,2860,10063030
298,10063030003,11441,10063030
299,10064090005,15663,10064090
300,10064090005,2860,10064090
301,10062090619,1471,10062090
302,10062090607,735,10062090
303,10063040001,4020,10063040
304,10063040001,2100,10063040
305,10063099001,108000,10063099
306,10063099013,1000,10063099
307,15119036000,1080,15119036
308,15119036000,2460,15119036
309,10063099012,2500,10063099
310,10051000000,1,10051000
311,10063040001,690,10063040
312,10063040001,650,10063040
313,10063040001,650,10063040
314,10063040001,650,10063040
315,10063040001,650,10063040
316,10063040001,2545,10063040
317,10063040001,2545,10063040
318,10063040001,2545,10063040
319,10063099001,1247,10063099
320,10063099001,1247,10063099
321,10063099001,1100,10063099
322,10063099001,840,10063099
323,10063030003,110,10063030
324,10062090619,35,10062090
325,10063099010,80,10063099
326,10063099010,210,10063099
327,10063099010,110,10063099
328,10063099010,220,10063099
329,10063030003,710,10063030
330,10063030003,200,10063030
331,10063030003,300,10063030
332,10063040001,900,10063040
333,10063099001,129600,10063099
334,10063099001,1710,10063099
335,10063099001,2565,10063099
336,10063040001,20000,10063040
337,10063040001,16000,10063040
338,10063040001,40000,10063040
339,10063040001,10000,10063040
340,10063040001,19882,10063040
341,10063040001,2400,10063040
342,10063040001,920,10063040
343,10063040001,2400,10063040
344,10063040001,920,10063040
345,10063040001,180,10063040
346,10063040001,1800,10063040
347,10063040001,2400,10063040
348,10063040001,2400,10063040
349,10063099001,800,10063099
350,10063040001,2400,10063040
351,10063040001,100,10063040
352,10063040001,324,10063040
353,10063040001,4320,10063040
354,10063040001,700,10063040
355,15119036000,200,15119036
356,15119036000,200,15119036
357,15119036000,900,15119036
358,15119036000,225,15119036
359,15119039000,30,15119039
360,15119036000,225,15119036
361,15119036000,225,15119036
362,15119036000,225,15119036
363,10063040001,19845,10063040
364,10063040001,19845,10063040
365,10063040001,960,10063040
366,10063099012,4000,10063099
367,10063099001,2,10063099
368,10063040001,1680,10063040
369,10063099001,1400,10063099
370,10063040001,1152,10063040
371,10063099001,2490,10063099
372,10063099001,2075,10063099
373,15119039000,50,15119039
374,10063040001,2200,10063040
375,10063030003,1000,10063030
376,10063099010,25000,10063099
377,10063099012,107371,10063099
378,10063099013,260000,10063099
379,10063099012,520000,10063099
380,10063099001,58500,10063099
381,10063040001,84000,10063040
382,10063040001,42000,10063040
383,10063040001,38800,10063040
384,10063040001,21000,10063040
385,10063040001,21000,10063040
386,10063040001,10000,10063040
387,10063099600,6000,10063099
388,10063099600,5000,10063099
389,10062090604,7000,10062090
390,10062090604,5000,10062090
391,10062090604,9000,10062090
392,10062090604,21000,10062090
393,10063030003,13000,10063030
394,10063040001,8000,10063040
395,10063099012,1500,10063099
396,10063099012,1500,10063099
397,10063040001,71500,10063040
398,10063040001,755,10063040
399,10063099001,755,10063099
400,15119039000,1800,15119039
401,10063030003,925,10063030
402,10064090600,3600,10064090
403,10064090600,1200,10064090
404,10064090600,12000,10064090
405,10063099023,2400,10063099
406,10063099023,14900,10063099
407,10062090001,600,10062090
408,10062090001,600,10062090
409,10063099001,4800,10063099
410,10063030003,50,10063030
411,10063099013,9600,10063099
412,10063099013,2400,10063099
413,10063099013,19200,10063099
414,10063040001,22000,10063040
415,10063040001,21362,10063040
416,10063040001,1697,10063040
417,10063040001,100,10063040
418,10063040001,719,10063040
419,10063030003,100,10063030
420,10063040001,2718,10063040
421,10063040001,950,10063040
422,10063040001,3350,10063040
423,10063030003,100,10063030
424,10063040001,1280,10063040
425,10063040001,144,10063040
426,10063040001,300,10063040
427,10063040001,719,10063040
428,10063040001,2175,10063040
429,10063040001,5520,10063040
430,15119036000,12000,15119036
431,15119036000,1260,15119036
432,15119036000,7200,15119036
433,15119036000,10740,15119036
434,15119036000,1400,15119036
435,15119036000,4500,15119036
436,15119036000,6000,15119036
437,15119036000,4800,15119036
438,15119036000,1480,15119036
439,15119036000,6000,15119036
440,15119036000,8400,15119036
441,15119036000,8580,15119036
442,15119036000,7200,15119036
443,15119036000,9600,15119036
444,10063091001,1,10063091
445,10063091001,4,10063091
446,10063040001,1,10063040
447,10063040001,4,10063040
448,10063099001,1,10063099
449,10063099001,4,10063099
450,10063099010,1,10063099
451,10063099010,4,10063099
452,10063099012,1,10063099
453,10063099012,4,10063099
454,10063030003,1,10063030
455,10063030003,2,10063030
456,10064090005,1,10064090
457,10064090005,2,10064090
458,10063040001,100,10063040
459,10063040001,500,10063040
460,10063040001,700,10063040
461,10063099014,40,10063099
462,10063099014,925,10063099
463,10063099014,40,10063099
464,10063099001,2775,10063099
465,10063099001,925,10063099
466,10063099001,2250,10063099
467,10063099014,40,10063099
468,10063099001,925,10063099
469,10063040001,200,10063040
470,10063040001,1440,10063040
471,10063040001,5670,10063040
472,10063040001,15649,10063040
473,10063040001,42638,10063040
474,10063040001,22980,10063040
475,10063040001,23000,10063040
476,10063040001,22882,10063040
477,10063040001,1200,10063040
478,10063040001,1200,10063040
479,10063030003,1200,10063030
480,10062010001,1200,10062010
481,10062090607,1200,10062090
482,10063040001,4500,10063040
483,10063040001,4500,10063040
484,10062090613,1800,10062090
485,10063030003,3000,10063030
486,10063040001,2000,10063040
487,10063099601,5200,10063099
488,10063099601,20800,10063099
489,10063040001,2,10063040
490,10064090005,3,10064090
491,10063099010,5,10063099
492,10063099010,3,10063099
493,10063099012,4,10063099
494,10063099012,4,10063099
495,10063091001,4,10063091
496,10063091003,4,10063091
497,10062090001,160,10062090
498,10062090612,145,10062090
499,10062090001,125,10062090
500,10062090612,155,10062090
501,10063099600,115,10063099
502,10063099600,100,10063099
503,10063030003,50,10063030
504,10062090001,135,10062090
505,10063099012,880,10063099
506,10063099012,480,10063099
507,10063099012,384,10063099
508,10063040001,1000,10063040
509,10063040001,2665,10063040
510,10063099001,120,10063099
511,10063099001,450,10063099
512,10063040001,900,10063040
513,10063040001,120,10063040
514,10063040001,725,10063040
515,10063040001,200,10063040
516,10063040001,100,10063040
517,10063040001,1000,10063040
518,10063040001,180,10063040
519,10063040001,494,10063040
520,10063040001,825,10063040
521,10063040001,250,10063040
522,10063040001,34219,10063040
523,15119036000,2680,15119036
524,15119036000,5400,15119036
525,15119036000,8400,15119036
526,15119036000,6000,15119036
527,15119036000,1960,15119036
528,15119036000,4800,15119036
529,15119036000,7200,15119036
530,10063040001,900,10063040
531,10063091001,12500,10063091
532,10063040001,14528,10063040
533,10063040001,6810,10063040
534,10063040001,1400,10063040
535,10062090612,40,10062090
536,10063030003,40,10063030
537,10062010001,40,10062010
538,10063099003,940,10063099
539,10063040001,13620,10063040
540,10063040001,7718,10063040
541,10063040001,1,10063040
542,10063040001,1,10063040
543,10062010001,1,10062010
544,10062010001,1,10062010
545,10063099001,1,10063099
546,10063099001,1,10063099
547,10063099001,1,10063099
548,10063099001,1,10063099
549,10063099001,1,10063099
550,10063099009,1,10063099
551,10063099012,1,10063099
552,10063030003,1,10063030
553,10063030003,1,10063030
554,10064090003,1,10064090
555,10064090005,1,10064090
556,10062090618,1,10062090
557,10062090618,1,10062090
558,10062090612,1,10062090
559,10062090612,1,10062090
560,10063091001,1,10063091
561,10063091001,1,10063091
562,10063091001,1,10063091
563,10063091001,1,10063091
564,10062090606,1,10062090
565,10062090618,200,10062090
566,10062090618,300,10062090
567,10063040001,200,10063040
568,10063040001,170,10063040
569,10064090019,5000,10064090
570,10063040001,21000,10063040
571,10063040001,5550,10063040
572,10063040001,5550,10063040
573,10063091003,11010,10063091
574,10063099001,20,10063099
575,10063099090,1,10063099
576,10063099090,1,10063099
577,10063099090,1,10063099
578,10063099090,1,10063099
579,10063099090,1,10063099
580,10063099090,1,10063099
581,10063099090,1,10063099
582,10063099090,1,10063099
583,10063099090,1,10063099
584,10063099090,1,10063099
585,10063099090,1,10063099
586,10063099090,1,10063099
587,10063099090,1,10063099
588,10063099090,1,10063099
589,10064090602,3000,10064090
590,10063099010,109100,10063099
591,15119036000,2800,15119036
592,15119036000,4200,15119036
593,15119036000,10200,15119036
594,15119036000,2920,15119036
595,15119036000,6000,15119036
596,15119036000,6000,15119036
597,10063040001,1840,10063040
598,15119036000,1560,15119036
599,10063040001,1680,10063040
600,10063099001,1400,10063099
601,10063040001,1100,10063040
602,10063030003,850,10063030
603,15119039000,1800,15119039
604,10063099012,20800,10063099
605,10063040001,3450,10063040
606,10063040001,1150,10063040
607,10063040001,2350,10063040
608,10063040001,500,10063040
609,10063099010,400,10063099
610,10063030003,100,10063030
611,10062010001,100,10062010
612,10062090606,50,10062090
613,15119039000,1800,15119039
614,10063040001,5000,10063040
615,10063040001,4000,10063040
616,15119020000,20,15119020
617,15119020000,5,15119020
618,15119020000,21,15119020
619,15119020000,70,15119020
620,15119020000,7,15119020
621,10063040001,1025,10063040
622,10063040001,1134,10063040
623,10063040001,1025,10063040
624,10063040001,880,10063040
625,10063040001,100,10063040
626,10063040001,200,10063040
627,10063040001,120,10063040
628,10063040001,120,10063040
629,10063040001,650,10063040
630,10063040001,400,10063040
631,10063030003,100,10063030
632,10062010001,100,10062010
633,10063040001,670,10063040
634,10062090612,100,10062090
635,10063040001,720,10063040
636,10063040001,330,10063040
637,10063040001,80,10063040
638,10063040001,110,10063040
639,10063040001,100,10063040
640,10063040001,100,10063040
641,10063030003,100,10063030
642,10063040001,70,10063040
643,10062090601,120,10062090
644,10062090612,100,10062090
645,10062090607,100,10062090
646,10063040001,587,10063040
647,10063091001,1,10063091
648,10062090600,500,10062090
649,10063099010,1,10063099
650,10063091001,1,10063091
651,10059010000,170,10059010
652,10063099001,660,10063099
653,10063040001,160,10063040
654,10063040001,80,10063040
655,10063040001,872,10063040
656,10063040001,2175,10063040
657,10063040001,500,10063040
658,10063040001,828,10063040
659,10063040001,5130,10063040
660,10063040001,1550,10063040
661,10063099001,150,10063099
662,10063040001,2640,10063040
663,10063040001,1760,10063040
664,10063099001,1760,10063099
665,10063099090,1,10063099
666,10063099090,1,10063099
667,10063099010,63000,10063099
668,10063099007,2500,10063099
669,10063099007,880,10063099
670,10063030003,577,10063030
671,10063099001,24000,10063099
672,10063099012,26000,10063099
673,10063099012,650000,10063099
674,10063040001,1720,10063040
675,10063040001,1179,10063040
676,10064090003,1000,10064090
677,10064090005,2000,10064090
678,10063040001,2,10063040
679,10063040001,2500,10063040
680,10063040001,2000,10063040
681,10063040001,19777,10063040
682,10063040001,19777,10063040
683,10063040001,19777,10063040
684,10063040001,400,10063040
685,10063099003,740,10063099
686,10063099003,940,10063099
687,10063040001,19295,10063040
688,10063040001,19295,10063040
689,10063040001,3200,10063040
690,10063040001,2500,10063040
691,10063040001,3050,10063040
692,10063040001,2000,10063040
693,10063099012,99943,10063099
694,15119049000,320,15119049
695,10063040001,5000,10063040
696,10063040001,3200,10063040
697,10063099012,624000,10063099
698,10063099003,820,10063099
699,10062090612,440,10062090
700,10062010001,280,10062010
701,10063040001,21500,10063040
702,10063040001,7956,10063040
703,10063040001,4540,10063040
704,10063040001,6810,10063040
705,10063040001,820,10063040
706,10062010001,100,10062010
707,10063099001,20,10063099
708,10063040001,34219,10063040
709,10063040001,17670,10063040
710,10063040001,57885,10063040
711,10063040001,19380,10063040
712,10063030003,600,10063030
713,10063030003,500,10063030
714,10063040001,19295,10063040
715,10063040001,24000,10063040
716,10063040001,24000,10063040
717,10063099012,10400,10063099
718,10063040001,1760,10063040
719,10063040001,36960,10063040
720,10063040001,36960,10063040
721,10063099010,14000,10063099
722,10063099010,42000,10063099
723,10063099010,28000,10063099
724,10063099010,14000,10063099
725,10063040001,9526,10063040
726,10063040001,7173,10063040
727,10063040001,7151,10063040
728,10063040001,21500,10063040
729,10063040001,850,10063040
730,10063040001,1800,10063040
731,10063040001,64500,10063040
732,10063040001,24000,10063040
733,10063040001,24000,10063040
734,10063040001,24000,10063040
735,10063030003,6000,10063030
736,10063030003,6000,10063030
737,10063030003,7500,10063030
738,10062090613,30,10062090
739,10062090619,20,10062090
740,10064090005,1704,10064090
741,10064090005,6134,10064090
742,10062010001,5454,10062010
743,10063030003,150,10063030
744,10063030003,250,10063030
745,10063040001,41805,10063040
746,10063030003,1000,10063030
747,10063099012,2040,10063099
748,10063099001,1000,10063099
749,10063099600,1340,10063099
750,10063099001,1900,10063099
751,10063099010,1900,10063099
752,10063040001,5400,10063040
753,10063040001,8581,10063040
754,10063030003,953,10063030
755,10063030003,1907,10063030
756,10062090607,1471,10062090
757,10063040001,42638,10063040
758,15119036000,1920,15119036
759,10062010500,480,10062010
760,10062090612,60,10062090
761,10062090504,600,10062090
762,10062090631,600,10062090
763,10063099001,1760,10063099
764,10063099001,525,10063099
765,10063099001,1050,10063099
766,10063099001,1575,10063099
767,10063099001,1050,10063099
768,10063099001,1760,10063099
769,10064090006,24000,10064090
770,10063040001,880,10063040
771,10063091001,2000,10063091
772,10051000000,3000,10051000
773,10063040001,1135,10063040
774,10063040001,1090,10063040
775,10063030003,953,10063030
776,10063030003,6674,10063030
777,10064090005,7264,10064090
778,10064090005,1907,10064090
779,10062090619,735,10062090
780,10063040001,2190,10063040
781,10063040001,1728,10063040
782,10063040001,4320,10063040
783,10063040001,1880,10063040
784,10063040001,940,10063040
785,10063040001,1880,10063040
786,10063040001,1460,10063040
787,10063040001,1728,10063040
788,10064090012,2600,10064090
789,10062090612,450,10062090
790,10062010001,450,10062010
791,10064090005,50,10064090
792,10063040001,1590,10063040
793,10063040001,300,10063040
794,10063030003,100,10063030
795,10063030003,50,10063030
796,10063030003,200,10063030
797,10062010001,100,10062010
798,10062090613,100,10062090
799,10062090618,50,10062090
800,10062010001,50,10062010
801,10063040001,300,10063040
802,10063040001,605,10063040
803,10063040001,500,10063040
804,10063099001,19976,10063099
805,10063099001,19976,10063099
806,10063099001,19976,10063099
807,10063040001,4128,10063040
808,10063091003,5000,10063091
809,10063091003,6250,10063091
810,10063099001,19935,10063099
811,10063099001,960,10063099
812,10063091003,5000,10063091
813,10063091003,6250,10063091
814,10063099001,440,10063099
815,10063099001,440,10063099
816,10063099001,880,10063099
817,10063040001,650,10063040
818,10063040001,50,10063040
819,10063040001,280,10063040
820,10063040001,700,10063040
821,10063099001,19976,10063099
822,10063099001,19935,10063099
823,10063099001,19935,10063099
824,10063099012,23000,10063099
825,10063030003,375,10063030
826,10063030003,200,10063030
827,10063030003,500,10063030
828,10063040001,2000,10063040
829,10063040001,365,10063040
830,10063030003,280,10063030
831,10063099001,365,10063099
832,10063099012,130000,10063099
833,10064090005,450,10064090
834,10063040001,550,10063040
835,10063040001,2000,10063040
836,10063099012,1672,10063099
837,10063099010,5000,10063099
838,10063091001,5000,10063091
839,10063099012,1300,10063099
840,10063030003,1700,10063030
841,10063030003,1700,10063030
842,10064090600,28000,10064090
843,10063040001,2752,10063040
844,10063099012,1300,10063099
845,10063099001,1100,10063099
846,15119036000,33120,15119036
847,10063099012,1500,10063099
848,10063099001,1100,10063099
849,10063099001,1100,10063099
850,10063040001,1025,10063040
851,10063040001,2,10063040
852,10063040001,1884,10063040
853,10063040001,3768,10063040
854,10063030003,942,10063030
855,10063030003,1884,10063030
856,10063030003,471,10063030
857,10063030003,942,10063030
858,10063030003,1686,10063030
859,10063040001,1800,10063040
860,10063040001,900,10063040
861,10063040001,900,10063040
862,10063099001,16825,10063099
863,10063099001,1793,10063099
864,10063099001,200,10063099
865,10063099001,980,10063099
866,10062090618,300,10062090
867,10062090618,200,10062090
868,10063040001,440,10063040
869,15119039000,1800,15119039
870,10063040001,2022,10063040
871,10063040001,100,10063040
872,10063040001,460,10063040
873,10063040001,1110,10063040
874,10063040001,600,10063040
875,10063040001,480,10063040
876,10063091003,920,10063091
877,10064090003,738,10064090
878,10063030003,150,10063030
879,10063030003,300,10063030
880,10064090005,315,10064090
881,10064090005,798,10064090
882,10064090003,315,10064090
883,10062010001,1184,10062010
884,10063040001,1812,10063040
885,10063040001,1200,10063040
886,10063040001,62928,10063040
887,10063030003,100,10063030
888,10063030003,150,10063030
889,10063030003,50,10063030
890,10063030003,30,10063030
891,10063099001,3300,10063099
892,10063040001,1370,10063040
893,10063030003,500,10063030
894,10063030003,400,10063030
895,10063030003,300,10063030
896,10063040001,230,10063040
897,10063040001,40,10063040
898,10063030003,200,10063030
899,10063030003,60,10063030
900,10063030003,120,10063030
901,10063040001,80,10063040
902,10063099001,300,10063099
903,10063030003,1075,10063030
904,10063040001,18160,10063040
905,10063030003,50,10063030
906,10063040001,4046,10063040
907,10063040001,7348,10063040
908,10063040001,6356,10063040
909,10063099001,6440,10063099
910,10063099001,1840,10063099
911,10064090005,1195,10064090
912,10063099001,10,10063099
913,10063099001,500,10063099
914,10063099010,100,10063099
915,10063099012,5200,10063099
916,10063040001,5,10063040
917,10063040001,8,10063040
918,10063040001,15,10063040
919,10063040001,6,10063040
920,10063030003,1,10063030
921,10063030003,2,10063030
922,10063099012,5,10063099
923,10063099012,7,10063099
924,10063099012,4,10063099
925,10062090619,1,10062090
926,10062090619,2,10062090
927,10062090610,2,10062090
928,10062090610,4,10062090
929,10062090616,1,10062090
930,10062090616,2,10062090
931,10062010001,1,10062010
932,10062010001,2,10062010
933,10063099001,6,10063099
934,10063091002,5,10063091
935,10064090005,2,10064090
936,10063040001,5492,10063040
937,10063040001,1880,10063040
938,10063040001,3760,10063040
939,10063040001,1880,10063040
940,10063040001,860,10063040
941,10063040001,5520,10063040
942,10063040001,600,10063040
943,10063040001,280,10063040
944,10064090005,1840,10064090
945,10064090005,6240,10064090
946,10064090005,2080,10064090
947,10062090001,6,10062090
948,10063099001,6470,10063099
949,10063099001,2880,10063099
950,10063040001,1200,10063040
951,10063099600,1200,10063099
952,10063099090,1,10063099
953,10063099090,1,10063099
954,10063099090,1,10063099
955,10063099090,1,10063099
956,10063099090,1,10063099
957,10063099090,1,10063099
958,10063099090,1,10063099
959,10063099090,1,10063099
960,10063099090,1,10063099
961,10063099090,1,10063099
962,10063099090,1,10063099
963,10063099090,1,10063099
964,10063099090,1,10063099
965,10063099090,1,10063099
966,10063099090,1,10063099
967,10063099090,1,10063099
968,10063091001,124000,10063091
969,10063091001,25000,10063091
970,10063091001,30000,10063091
971,10063030003,350,10063030
972,10063040001,800,10063040
973,10063040001,141,10063040
974,15119036000,1260,15119036
975,15119036000,3000,15119036
976,15119036000,6000,15119036
977,15119036000,2680,15119036
978,15119036000,5400,15119036
979,15119036000,8400,15119036
980,15119036000,1180,15119036
981,15119036000,2400,15119036
982,15119036000,3600,15119036
983,10063040001,37000,10063040
984,10063040001,4000,10063040
985,10063040001,2000,10063040
986,10063040001,44000,10063040
987,10063040001,22000,10063040
988,10063040001,21500,10063040
989,10063040001,6204,10063040
990,10063040001,200,10063040
991,10063040001,230,10063040
992,10063040001,200,10063040
993,10063040001,880,10063040
994,10063040001,19278,10063040
995,10063040001,20400,10063040
996,10063040001,48000,10063040
997,10063040001,5900,10063040
998,10063040001,1180,10063040
999,10063040001,6080,10063040
1000,10063040001,1425,10063040
1001,10063040001,5171,10063040
1002,10063040001,11181,10063040
1003,10063040001,3765,10063040
1004,10063040001,3470,10063040
1005,10063099001,1950,10063099
1006,10063040001,1100,10063040
1007,10063040001,1200,10063040
1008,10063040001,160,10063040
1009,10063040001,300,10063040
1010,10063040001,680,10063040
1011,10063040001,300,10063040
1012,10059090090,50,10059090
1013,10063040001,16458,10063040
1014,10063040001,16458,10063040
1015,10063040001,1800,10063040
1016,10062090613,300,10062090
1017,10062090613,50,10062090
1018,10062010001,170,10062010
1019,10062010001,10,10062010
1020,10062090604,300,10062090
1021,10062090604,50,10062090
1022,10062090604,100,10062090
1023,10062010001,300,10062010
1024,10062010001,20,10062010
1025,10062090604,200,10062090
1026,10062090604,20,10062090
1027,10062010001,10,10062010
1028,10062090607,10,10062090
1029,10063030003,20,10063030
1030,10063099010,3780,10063099
1031,10063099010,3420,10063099
1032,10063040001,960,10063040
