undefined,declaration_type,year_in_yy,month,running_no,item_no,origin_country_code,destination_country_code,transportation,tax_id,company_branch,customs_coordinates,product_statistic_code,product_statistic_code_unit,privilege_code,duty_rate_by_percent,duty_rate_by_condition,is_a_net_transaction_brought_back,use_the_rights_to_promote_investment,use_the_rights_bonded_warehouse,exercising_the_right_to_claim_duty_under_section_19_bis,use_the_right_reimport_reexport,use_the_right_freezone,use_the_right_epz,multiple_boat_declaration_approval_lists_or_claim_duty_compensation,import_or_export_date,payment_place_code,payment_number,payment_date,release_location_code,release_date,pickup_location_code,pickup_date,making_year,making_month,weigth,volume,value_in_baht,value_in_other_currency,currency_code,duty,vat,excise_tax,fee,ministry_of_commerce_fee,interior_tax,other_tax,excise_coordinate,excise_tax_by_percent,excise_tax_by_condition,import_or_export_customs_set,hscode
A030,1,63,01,00353,0002,KW,KW,1,    0105551130745,0000,000010062090,504,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,0152,000000,20200130,0251,20200208,0250,20200209,2563,01,00000000003000,00000000000200,0000000000322399,0000000000010770,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090504
A030,1,63,01,01349,0001,US,US,1,    0405562002520,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200203,2801,20200208,2563,01,00000000017237,00000000000760,0000000000405046,0000000000013531,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,01350,0001,US,US,1,    0405562002520,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200203,2801,20200208,2563,01,00000000009072,00000000000400,0000000000351682,0000000000011748,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A030,1,63,01,01350,0002,US,US,1,    0405562002520,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200203,2801,20200208,2563,01,00000000010433,00000000001150,0000000000227982,0000000000007616,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,01403,0001,US,US,1,    0105539128876,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200204,2801,000000,20200130,2812,20200201,2801,20200204,2563,01,00000000199760,00000000008800,0000000008072724,0000000000269676,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,01403,0002,US,US,1,    0105539128876,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200204,2801,000000,20200130,2812,20200201,2801,20200204,2563,01,00000000039952,00000000003520,0000000001632484,0000000000054534,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,01467,0001,HK,YE,1,    0625559000463,0000,000010063091,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,2801,000000,20200130,2810,20200208,0250,20200208,2563,01,00000000140000,00000000002800,0000000001688927,0000000000056420,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063091003
A030,1,63,01,01744,0001,MY,MY,1,    0665558000311,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,0111,000000,20200130,0111,20200131,0111,20200204,2563,01,00000000115000,00000000002300,0000000001456183,0000000000048645,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A030,1,63,01,01778,0001,CG,CG,1,    0105547027404,0000,000010064090,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,0152,000000,20200130,0252,20200131,0250,20200202,2563,01,00000000260000,00000000010400,0000000003580214,0000000000119600,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090012
A030,1,63,01,01778,0002,CG,CG,1,    0105547027404,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,0152,000000,20200130,0252,20200131,0250,20200202,2563,01,00000000040000,00000000002000,0000000000892060,0000000000029800,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,01849,0001,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2811,20200202,2801,20200206,2563,01,00000000020593,00000000001134,0000000000730508,0000000000024403,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,01907,0001,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200130,2801,000000,20200130,2811,20200202,2801,20200206,2563,01,00000000020593,00000000001134,0000000000730508,0000000000024403,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,01990,0001,US,US,1,    0105547027404,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2811,20200201,2801,20200206,2563,01,00000000020593,00000000001134,0000000000730508,0000000000024403,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,02036,0001,HK,HK,1,    0105531003292,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,0152,000000,20200130,0252,20200201,0250,20200203,2563,01,00000000088000,00000000003520,0000000002956969,0000000000098780,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,02038,0001,HK,HK,1,    0105531003292,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,0152,000000,20200130,0252,20200131,0250,20200203,2563,01,00000000022000,00000000000880,0000000000579540,0000000000019360,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,02080,0001,AO,AO,1,    0625553000216,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,0152,000000,20200130,0251,20200130,0250,20200202,2563,01,00000000250000,00000000250000,0000000003057102,0000000000102125,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A030,1,63,01,02082,0001,AO,AO,1,    0625553000216,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,0152,000000,20200130,0251,20200131,0250,20200202,2563,01,00000000250000,00000000250000,0000000003057102,0000000000102125,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A030,1,63,01,02133,0001,PK,PK,1,    0105511001065,0000,000010051000,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200201,2801,20200205,2563,01,00000000072000,00000000007200,0000000005194304,0000000000173520,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010051000000
A030,1,63,01,02133,0002,PK,PK,1,    0105511001065,0000,000010051000,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200201,2801,20200205,2563,01,00000000072000,00000000007200,0000000005194304,0000000000173520,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010051000000
A030,1,63,01,02308,0001,MU,EC,1,    0105524017208,0000,000010051000,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,2801,000000,20200130,2835,20200131,2801,20200203,2563,01,00000000400000,00000000400000,0000000024436458,0000000000816320,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010051000000
A030,1,63,01,02870,0001,GB,GB,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2811,20200131,2801,20200206,2563,01,00000000011000,00000000011000,0000000000395141,0000000000013200,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,02870,0002,GB,GB,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2811,20200131,2801,20200206,2563,01,00000000006000,00000000006000,0000000000211939,0000000000007080,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,02870,0003,GB,GB,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2811,20200131,2801,20200206,2563,01,00000000007000,00000000007000,0000000000259835,0000000000008680,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,02872,0001,FR,FR,1,    0125557014372,0000,000010063099,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2836,20200131,2801,20200205,2563,01,00000000022980,00000000001532,0000000000481533,0000000000016086,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099003
A030,1,63,01,02872,0002,FR,FR,1,    0125557014372,0000,000010063099,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,2801,000000,20200130,2836,20200131,2801,20200205,2563,01,00000000001020,00000000000085,0000000000024427,0000000000000816,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099003
A030,1,63,01,02890,0001,SA,SA,1,    0105543068025,0000,000010063091,002,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,0110,000000,20200130,0110,20200131,0110,20200204,2563,01,00000000052000,00000000001300,0000000000695029,0000000000023218,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063091002
A030,1,63,01,02947,0001,AU,AU,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200204,2801,000000,20200130,2836,20200201,2801,20200204,2563,01,00000000041000,00000000041000,0000000001595530,0000000000053300,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,02947,0002,AU,AU,1,    0105520005400,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200204,2801,000000,20200130,2836,20200201,2801,20200204,2563,01,00000000020500,00000000001025,0000000000540026,0000000000018040,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,03376,0001,FR,FR,1,    0105544049229,0000,000010064090,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,0152,000000,20200130,0252,20200131,0250,20200202,2563,01,00000000002000,00000000000100,0000000000035922,0000000000001200,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090012
A030,1,63,01,03376,0002,FR,FR,1,    0105544049229,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,0152,000000,20200130,0252,20200131,0250,20200202,2563,01,00000000014800,00000000001480,0000000000387657,0000000000012950,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,03424,0001,US,US,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,0152,000000,20200130,0252,20200131,0250,20200206,2563,01,00000000002270,00000000002270,0000000000087658,0000000000002928,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03424,0002,US,US,1,    0105520005400,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,0152,000000,20200130,0252,20200131,0250,20200206,2563,01,00000000004540,00000000000200,0000000000212011,0000000000007082,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A030,1,63,01,03424,0003,US,US,1,    0105520005400,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,0152,000000,20200130,0252,20200131,0250,20200206,2563,01,00000000004544,00000000000400,0000000000199956,0000000000006680,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A030,1,63,01,03424,0004,US,US,1,    0105520005400,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200205,0152,000000,20200130,0252,20200131,0250,20200206,2563,01,00000000009315,00000000000410,0000000000404332,0000000000013507,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A030,1,63,01,03430,0001,KR,KR,1,    0105548057790,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200204,2801,000000,20200130,2835,20200203,2801,20200208,2563,01,00000000011000,00000000011000,0000000000144885,0000000000004840,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A030,1,63,01,03430,0002,KR,KR,1,    0105548057790,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200204,2801,000000,20200130,2835,20200203,2801,20200208,2563,01,00000000010000,00000000010000,0000000000214035,0000000000007150,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,03550,0001,AU,AU,1,    0105539044966,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000013500,00000000013500,0000000000228328,0000000000007628,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010064090005
A030,1,63,01,03550,0002,AU,AU,1,    0105539044966,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000008000,00000000008000,0000000000155901,0000000000005208,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010064090005
A030,1,63,01,03550,0003,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000004000,00000000004000,0000000000156140,0000000000005216,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03550,0004,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000021500,00000000021500,0000000000830888,0000000000027757,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03550,0005,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000007500,00000000007500,0000000000297927,0000000000009953,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03550,0006,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000010000,00000000010000,0000000000411904,0000000000013760,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03552,0001,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200201,2801,20200204,2563,01,00000000008400,00000000008400,0000000000327141,0000000000010928,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03552,0002,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200201,2801,20200204,2563,01,00000000008400,00000000008400,0000000000331164,0000000000011063,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03554,0001,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000003000,00000000003000,0000000000120877,0000000000004038,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03554,0002,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000021500,00000000021500,0000000000857919,0000000000028660,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03554,0003,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000007500,00000000007500,0000000000307357,0000000000010268,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03554,0004,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000006000,00000000006000,0000000000254686,0000000000008508,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03554,0005,AU,AU,1,    0105539044966,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2836,20200202,2801,20200204,2563,01,00000000005000,00000000005000,0000000000214334,0000000000007160,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063030003
A030,1,63,01,03738,0001,US,US,1,    0105539044966,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2820,20200202,2801,20200208,2563,01,00000000019346,00000000001700,0000000000663672,0000000000022171,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A030,1,63,01,03738,0002,US,US,1,    0105539044966,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200218,2801,000000,20200130,2820,20200202,2801,20200208,2563,01,00000000019321,00000000000850,0000000000657014,0000000000021948,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A030,1,63,01,03754,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200217,0110,000000,20200130,0520,20200203,2801,20200208,2563,01,00000000114307,00000000000140,0000000003614015,0000000000120729,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03754,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200217,0110,000000,20200130,0520,20200203,2801,20200208,2563,01,00000000079380,00000000000100,0000000002496448,0000000000083396,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03784,0001,CA,CA,1,    0105522018355,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200211,0110,000000,20200130,0520,20200201,2801,20200206,2563,01,00000000020720,00000000002590,0000000000474492,0000000000015851,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,03791,0001,CA,CA,1,    0105522018355,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200211,0110,000000,20200130,0520,20200203,2801,20200206,2563,01,00000000020720,00000000002590,0000000000474492,0000000000015851,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,03815,0001,CA,CA,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200212,2801,000000,20200130,2816,20200203,2801,20200206,2563,01,00000000032400,00000000003600,0000000001677911,0000000000056052,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03823,0001,CA,CA,1,    0105522018355,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200211,0110,000000,20200130,0520,20200203,2801,20200206,2563,01,00000000020720,00000000002590,0000000000474492,0000000000015851,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A030,1,63,01,03908,0001,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,2801,000000,20200130,2811,20200131,2801,20200205,2563,01,00000000062583,00000000062583,0000000001892150,0000000000063209,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03908,0002,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,2801,000000,20200130,2811,20200131,2801,20200205,2563,01,00000000010431,00000000010431,0000000000315358,0000000000010535,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03908,0003,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,2801,000000,20200130,2811,20200131,2801,20200205,2563,01,00000000010068,00000000010068,0000000000336034,0000000000011225,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A030,1,63,01,03908,0004,US,US,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200219,2801,000000,20200130,2811,20200131,2801,20200205,2563,01,00000000055978,00000000055978,0000000001818137,0000000000060736,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
